url,text,name
http://www.nhl.com/ice/news.htm?id=730200&print=true,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",Pastrnak could push to make Bruins as 18-year-old
http://www.nhl.com/ice/news.htm?id=730216,"
,
,
,
,  	""My knee doesn't bother me,"" Ovechkin told The Associated Press. ""Everything feels fine and 100 percent.""
,
,
,
",Capitals' Ovechkin '100 percent' recovered from injury
http://www.nhl.com/ice/news.htm?id=730165,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,

,
,
,
,
,
,
,
",NHL announces rules changes for 2014-15 season
http://www.nhl.com/ice/news.htm?id=730216&print=true,"
,
,
,
,  	""My knee doesn't bother me,"" Ovechkin told The Associated Press. ""Everything feels fine and 100 percent.""
,
,
,
",Capitals' Ovechkin '100 percent' recovered from injury
http://www.nhl.com/ice/news.htm?id=749385,"
,
, , , ,  , ,
,
,
,
,
,
, ,
,
, ,
,
, ,
,
",NHL Central Scouting's 2015 midterm rankings
http://www.nhl.com/ice/newsindex.htm?location=%2Ffeatures%2Fprospects&view=headline,,
http://www.nhl.com/ice/newsindex.htm?location=%2Ffantasy,"
,
,
,
,
,
,
,
,It has been a tough season for the ,.
,
They have experienced a multitude of ups and downs, and one of the biggest downs hit them in August when defenseman , was diagnosed with blood clots in his leg and lungs.
,
Losing Timonen hurt, but it did provide an opportunity for ,, who was signed the day Timonen's diagnosis became public. Del Zotto took a while to get going but he's become one of the Flyers' best defensemen. And now he could get a chance to skate with the player he was brought in to replace.
,
,
,
,
,
,
We are one week away from the NHL Trade Deadline, March 2 at 3 p.m. ET. We've already seen big moves impact fantasy teams and there's more to come.
,
Some players rumored to be on the block should be scooped up in advance of a potential trade. , left wing ,, who scored 23 goals two seasons ago, is owned in three percent of Yahoo Leagues. He has four points in his past eight games and can fill in on a contending team's top six.,
,
,
,
,
,
,
,
,
,
,
,
,
,
",
http://www.nhl.com/ice/newsindex.htm?location=%2Fdeadline%2F2015,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",
http://www.nhl.com/ice/newsindex.htm?location=%2Fnews&view=headline,,
http://www.nhl.com/ice/newsindex.htm?author=3115&view=headline,,
http://www.nhl.com/ice/newsindex.htm?lang=fr_ca&view=headline,,
http://www.nhl.com/ice/newsindex.htm?location=%2Fattherink&view=headline,,
http://www.nhl.com/ice/newsindex.htm?view=headline,,
http://www.nhl.com/ice/newsindex.htm?location=%2Ftrophies,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",
http://www.nhl.com/ice/newsindex.htm?location=%2Ffeatures%2Finsider,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",
http://www.nhl.com/ice/news.htm?id=756553&print=true,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
","Around the League notebook for Tuesday, March 3"
http://www.nhl.com/ice/news.htm?id=730200,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",Pastrnak could push to make Bruins as 18-year-old
http://www.nhl.com/ice/newsindex.htm?pg=2,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",
http://www.nhl.com/ice/newsindex.htm?pg=3,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",
http://www.nhl.com/ice/newsindex.htm?pg=4,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",
http://www.nhl.com/ice/newsindex.htm?pg=6,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",
http://www.nhl.com/ice/news.htm?id=756553,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
","Around the League notebook for Tuesday, March 3"
http://www.nhl.com/ice/news.htm?id=756558&print=true,"
,
,
,
,
,
",ESPN awarded exclusive U.S. media rights for 2016 World Cup of Hockey
http://www.nhl.com/ice/news.htm?id=756559&print=true,"
,
,
,
,
,
","Sportsnet, TVA Sports awarded exclusive 2016 World Cup of Hockey media rights in Canada"
http://www.nhl.com/ice/newsindex.htm?pg=5,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",
http://www.nhl.com/ice/newsindex.htm?pg=7,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",
http://www.nhl.com/ice/news.htm?id=756408,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
","Panthers' Luongo leaves, returns after Montoya injury"
http://www.nhl.com/ice/news.htm?id=756559,"
,
,
,
,
,
","Sportsnet, TVA Sports awarded exclusive 2016 World Cup of Hockey media rights in Canada"
http://www.nhl.com/ice/news.htm?id=756535&print=true,"
,
,
,
,
,
,
,
,
,
,
,
,
,
",U.S. women's star Knight proud to shoot 'Like A Girl'
http://www.nhl.com/ice/news.htm?id=756558,"
,
,
,
,
,
",ESPN awarded exclusive U.S. media rights for 2016 World Cup of Hockey
http://www.nhl.com/ice/newsindex.htm?author=4365&view=headline,,
http://www.nhl.com/ice/news.htm?id=756535,"
,
,
,
,
,
,
,
,
,
,
,
,
,
",U.S. women's star Knight proud to shoot 'Like A Girl'
http://www.nhl.com/ice/newsindex.htm?author=3189&view=headline,,
http://www.nhl.com/ice/news.htm?id=756572&print=true,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,He'll surely get time with the Ducks' top power-play unit when he makes his debut and should have no trouble adding to his 29 points. He is currently averaging .52 points per game and has a chance to see that go up.
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",Fantasy top 60 'D': Values spike on deadline day
http://www.nhl.com/ice/newsindex.htm?author=2320&view=headline,,
http://www.nhl.com/ice/newsindex.htm?location=%2Fnews%2Fplayersafety&view=headline,,
http://www.nhl.com/ice/news.htm?id=756599&print=true,"
,
,
,
,
,
,
,
,
,
","ESPN, Rogers, TVA to broadcast 2016 World Cup"
http://www.nhl.com/ice/news.htm?id=756539&print=true,"
,
,
",Islanders forward Martin faces Player Safety hearing
http://www.nhl.com/ice/news.htm?id=756607&print=true,"
,
",Bruins' Connolly out six weeks with fractured finger
http://www.nhl.com/ice/newsindex.htm?location=%2Fworldcup%2F2016&view=headline,,
http://www.nhl.com/ice/news.htm?id=756609&print=true,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
","Panthers' Luongo, Montoya day-to-day; Ellis recalled"
http://www.nhl.com/ice/news.htm?id=756637&print=true,"
,
,
,
",Blue Jackets forward Clarkson to miss 4-6 weeks
http://www.nhl.com/ice/news.htm?id=756637,"
,
,
,
",Blue Jackets forward Clarkson to miss 4-6 weeks
http://www.nhl.com/ice/news.htm?id=742589,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",NHL and Washington Capitals refurbish rink as part of 2015 Bridgestone NHL Winter Classic Legacy Initiative
http://www.nhl.com/ice/news.htm?id=738676,"
,
,
,
,
",NHL trade tracker: 2014-15 official deals
http://www.nhl.com/ice/newsindex.htm?location=%2Ffantasy&view=headline,,
http://www.nhl.com/ice/news.htm?id=756205,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",Five teams that dealt with deadline the best
http://www.nhl.com/ice/news.htm?id=726765,"
,
,
,
,
,
,
",Bettman to be honored by Green Sports Alliance
http://www.nhl.com/ice/news.htm?id=756539,"
,
,
",Islanders forward Martin faces Player Safety hearing
http://www.nhl.com/ice/news.htm?id=744674,"
,
,
,
,
, ,
,
,
,
,
,
,
, ,
,
,
,
",NHL names Constellation its official energy provider
http://www.nhl.com/ice/news.htm?id=756599,"
,
,
,
,
,
,
,
,
,
","ESPN, Rogers, TVA to broadcast 2016 World Cup"
http://www.nhl.com/ice/news.htm?id=756609,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
","Panthers' Luongo, Montoya day-to-day; Ellis recalled"
http://www.nhl.com/ice/news.htm?id=756377,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
","Price carrying Canadiens, leads race for Hart Trophy"
http://www.nhl.com/ice/news.htm?id=756565,"
,
,
,
",Inside the matchup: Rangers vs. Red Wings
http://www.nhl.com/ice/news.htm?id=756463,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",Five things to watch when Red Wings host Rangers
http://www.nhl.com/ice/news.htm?id=752038,"
,
,
,
,
,
,
",EPA recognizes NHL as a  leading 'Green Power' user
http://www.nhl.com/ice/news.htm?id=756432,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,Bylsma added that Nash's high shooting percentage (16.6 percent) should be sustainable if he continues to generate his scoring chances in the home-plate area.
,
,
,
,
,
,
,
,
,
,
,
",Rangers' Nash among best pure goal-scorers
http://www.nhl.com/ice/newsindex.htm?pg=217,"
,
,
,
,
,
,  	, forward , said Thursday he will enter training camp completely healthy after having back surgery in February.
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",
http://www.nhl.com/ice/news.htm?id=756607,"
,
",Bruins' Connolly out six weeks with fractured finger
http://www.nhl.com/ice/newsindex.htm?pg=213,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,  	""When I asked the trainers a couple of days ago about how many guys were in town they said roughly 30. I thought he was kidding at first but it's a nice showing of veteran guys and prospects. We'll see who is going to be able to make the team.""
,
,
,
,
,
,
,
,
,
,  	""[I didn't have] a deadline, but you start to add up the days of when camp is going to start, when the season starts, and knowing all that stuff you want to make a decision,"" Crosby said Monday during the NHL's Player Media Tour. ""There is a window there to possibly wait a little bit longer and doing that there are no guarantees either. You try to get as much information as you can and make a decision.""
,
",
http://www.nhl.com/ice/newsindex.htm?pg=215,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",
http://www.nhl.com/ice/newsindex.htm?pg=214,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",
http://www.nhl.com/ice/newsindex.htm?pg=210,"
,
,
,
,
,
,
,  	Not many things went right for the , last season, but they were certainly pleased with the emergence of right wing ,.
,
,
,
,
,
,
, ""It still doesn't feel 100 percent but I guess these kinds of accidents,  or whatever you call it, may take some time,"" Ericsson told the ,  ""It's been a frustrating summer with the training and all of that  because it's hard to hold onto a bar with the weights on. â€¦ It was a  little frustrating for sure, but I should be fine.""
,
,
,
,
,
But he created as rich a legacy as any NHL player in recent history, especially in Montreal.
,
,
,
,
,
,
,
,  	Ribeiro and Neal played together for parts of three seasons with the , and the center hopes his former teammate can help him kickstart his career after being bought out by the , on June 27.
,
,
,
,
,
,
,
,
,
",
http://www.nhl.com/ice/newsindex.htm?pg=212,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
, goalie ,  spent about two months in the spotlight during the run to the 2014  Stanley Cup Final. Training camp is more than a week away, but he was  right back in the spotlight Monday.
,
,
,
,
,
,
,
,
,
,
",
http://www.nhl.com/ice/newsindex.htm?pg=1,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",
http://www.nhl.com/ice/newsindex.htm?author=2316&view=headline,,
http://www.nhl.com/ice/news.htm?id=729934&print=true,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,  	With that in mind, Rielly said he tried to keep his game simple last season and that is the path he'll follow in the coming season.
,
,
,
,
",Maple Leafs more than happy with Rielly's progress
http://www.nhl.com/ice/newsindex.htm?pg=211,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
""It was crazy. It was unbelievable, meeting ,,"" Quigley said. ""Playing him in NHL 15 was unreal. I should probably frame that [game] case that he signed.""
,
,
",
http://www.nhl.com/ice/newsindex.htm?location=%2Ftraversecity&view=headline,,
http://www.nhl.com/ice/news.htm?id=729896&print=true,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,  	In the tournament's history, 440 players who participated have skated in at least one NHL game, including six with the 2013-14 Red Wings: ,, ,, ,, ,, , and ,.
,
,
,
,
,
,
,
,
",Traverse City tournament a hotbed for future stars
http://www.nhl.com/ice/news.htm?id=729934,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,  	With that in mind, Rielly said he tried to keep his game simple last season and that is the path he'll follow in the coming season.
,
,
,
,
",Maple Leafs more than happy with Rielly's progress
http://www.nhl.com/ice/news.htm?id=730139,"
,
,
,
,
,
,
,
,
,
",Predators goaltender Rinne says 'hip feels great'
http://www.nhl.com/ice/news.htm?id=730038,"
,
,
,
,
,
,
",Defenseman Moore agrees to terms with Rangers
http://www.nhl.com/ice/newsindex.htm?author=3775&view=headline,,
http://senators.nhl.com/club/news.htm?id=741362,,"News Release: Senators new LED lighting system supports energy conservation, enhances game experience,
	,
	,

	,


,
	,
	,

	,


,
	,
	,

	,


,TICKETS,TEAM,NEWS,Sens TV,Fan Zone,Community"
http://www.nhl.com/ice/news.htm?id=730038&print=true,"
,
,
,
,
,
,
",Defenseman Moore agrees to terms with Rangers
http://www.nhl.com/ice/news.htm?id=730139&print=true,"
,
,
,
,
,
,
,
,
,
",Predators goaltender Rinne says 'hip feels great'
http://www.nhl.com/ice/news.htm?id=730043,"
,
,
,
, ",Blue Jackets' Milano signs entry-level contract
http://www.nhl.com/ice/newsindex.htm?location=%2Ffeatures%2Finsider&view=headline,,
http://lightning.nhl.com/club/news.htm?id=739621,,Hydroponic Garden provides farm-fresh produce for Amalie Arena
http://www.nhl.com/ice/news.htm?id=730162,"
,
,
,
,
",Ryan Malone agrees to terms with Rangers
http://www.nhl.com/ice/news.htm?id=730164&print=true,"
,
,
",NHL announces new partnership with Crest Canada
http://www.nhl.com/ice/newsindex.htm?pg=208,"
,
,
,
""It's going to go right down to the wire but we think we're fine,"" Lombardi said Friday, noting Quick has just started to face shots. ""We've got [Martin] Jones if we have to go short-term.""
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",
http://www.nhl.com/ice/news.htm?id=730043&print=true,"
,
,
,
, ",Blue Jackets' Milano signs entry-level contract
http://www.nhl.com/ice/news.htm?id=729896,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,  	In the tournament's history, 440 players who participated have skated in at least one NHL game, including six with the 2013-14 Red Wings: ,, ,, ,, ,, , and ,.
,
,
,
,
,
,
,
,
",Traverse City tournament a hotbed for future stars
http://www.nhl.com/ice/news.htm?id=730162&print=true,"
,
,
,
,
",Ryan Malone agrees to terms with Rangers
http://www.nhl.com/ice/newsindex.htm,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",
http://www.nhl.com/ice/news.htm?id=747726,"
,
,
,
,
,
,
,
,
,
",NHL.com's Midseason Fantasy Hockey Awards
http://www.nhl.com/ice/news.htm?id=755249,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,Lack will get his turn now to prove he can put up quality numbers with a starter's workload. The 27-year-old ended up playing exactly half the schedule last season, first serving as Luongo's backup, and then the starter after Luongo was traded to the ,. Again Lack finds himself in a situation where he can run with a No. 1 role. The early results have been good: since relieving Miller in the game he was injured against the Islanders, Lack has made 67 saves on 68 shots faced in 98:47 of ice time. That's a per-60-minute average of over 41 shots, and despite the stiff workload, Lack has been nearly perfect.
,
,
,
,
,
,
,
,
,
,
,It's certainly a situation in flux for Anaheim when it comes to goaltending, but for the time being Gibson is the starter and playing quite well. Recalled after , was placed on injured reserve, Gibson quickly usurped , on the depth chart, and after a shaky opening appearance in which he relieved Bryzgalov, has gone 4-3-0 with a .914 save percentage. His save percentage would be higher if not for two ugly games against the , and , in which he got little help. Andersen is still out, and coach , will have a difficult decision to make once he's healthy. At some point though, it was always going to be Gibson's time.
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",Fantasy top 30 goalies: Canucks' Lack gets job done
http://www.nhl.com/ice/news.htm?id=756572,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,He'll surely get time with the Ducks' top power-play unit when he makes his debut and should have no trouble adding to his 29 points. He is currently averaging .52 points per game and has a chance to see that go up.
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",Fantasy top 60 'D': Values spike on deadline day
http://www.nhl.com/ice/news.htm?id=756276,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,Vermette (31% owned) is a faceoff specialist who can contribute in a top-six role and with the man advantage. , is far from a given to remain among the Blackhawks' top six forwards, considering he hasn't scored a goal since Jan. 11 (21-game drought). With , struggling and , sidelined, Vermette could stave off his own struggles and provide a fresh look for Chicago down the stretch. He played alongside Sharp and , in his debut Monday and was on the ice for one Blackhawks goal and one allowed. If he's as productive as he was earlier in the season, he could get those two goal-scorers on track and see a splash of the results.
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",Fantasy top 100 forwards: Value in recent deals
http://www.nhl.com/ice/news.htm?id=750156,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",World Cup of Hockey set to return in 2016
http://www.nhl.com/ice/news.htm?id=750092,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",Three outdoor games highlight 2015-16 schedule
http://www.nhl.com/ice/news.htm?id=730165&print=true,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,

,
,
,
,
,
,
,
",NHL announces rules changes for 2014-15 season
http://www.nhl.com/ice/news.htm?id=730164,"
,
,
",NHL announces new partnership with Crest Canada
http://www.nhl.com/ice/newsindex.htm?pg=209,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",
http://www.nhl.com/ice/newsindex.htm?location=%2Fsundaylongread,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",
http://www.nhl.com/ice/newsindex.htm?navid=nav-nws-main,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",
http://www.nhl.com/ice/newsindex.htm?location=%2Fnhlnetwork&view=headline,,
http://www.nhl.com/ice/fr/newsindex.htm,,
http://www.nhl.com/ice/newsindex.htm?navid=nav-nws-new&view=headline,,
http://www.nhl.com/ice/newsindex.htm?navid=nav-nws-hdlines&view=headline,,
http://www.nhl.com/ice/newsindex.htm?location=%2Fdraft&view=headline,,
http://www.nhl.com/ice/newsindex.htm?location=%2Ffeatures%2Fsuper16,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,If recent history is correct, the number of teams that can win the Stanley Cup is quite large. Expand ""recent history"" to the past 15 years, and it looks more like the pool of potential Cup winners is a little smaller.
,
,
Three times in the past five years, the eventual NHL champion was far from the top of the League standings at the holiday break. In 2012, the , had just changed coaches when everyone scattered for a few days in late December. In 2009, the , were still two months from hiring , to replace ,.,
,
",
http://www.nhl.com/ice/newsindex.htm?location=%2Ffeatures&navid=nav-nws-feat,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
",
http://wild.nhl.com/club/news.htm?id=742334,,"Saint Paul RiverCentre, Xcel Energy Center Score Sustainability Hat Trick"
